fea_country,fea_customer_id,fea_revenue_min,fea_revenue_max,fea_revenue_sum,fea_revenue_avg,fea_revenue_count,fea_invoice_date_min,fea_invoice_date_max,fea_invoice_date_purchase_duration,fea_invoice_date_purchase_frequency
France,12571.0,248.35,271.26,519.61,259.805,2.0,2011-10-08 12:35:00,2011-10-31 10:19:00,22,11.0
France,12577.0,102.82000000000001,327.89000000000004,626.6,208.86666666666667,3.0,2010-12-15 16:21:00,2011-04-11 13:24:00,116,38.666666666666664
France,12583.0,243.1,855.8600000000001,6607.0,508.2307692307692,13.0,2010-01-12 08:45:00,2011-11-21 11:16:00,678,52.15384615384615
France,12589.0,131.5,515.18,646.68,323.34,2.0,2011-07-18 12:05:00,2011-11-11 10:19:00,115,57.5
France,12593.0,85.8,236.00000000000003,418.1,139.36666666666667,3.0,2011-02-08 09:55:00,2011-08-23 12:43:00,196,65.33333333333333
France,12598.0,36.0,720.8600000000001,3023.0800000000004,377.885,8.0,2011-01-07 11:43:00,2011-11-30 12:18:00,327,40.875
France,12599.0,78.60000000000001,201.86,1032.58,147.51142857142855,7.0,2011-02-27 11:58:00,2011-11-07 15:22:00,253,36.142857142857146
France,12604.0,75.67999999999999,178.5,254.18,127.09,2.0,2011-03-23 12:06:00,2011-09-21 14:08:00,182,91.0
France,12615.0,422.8499999999999,656.9499999999998,2291.19,572.7975,4.0,2011-03-11 10:45:00,2011-09-29 10:23:00,201,50.25
France,12616.0,255.60000000000005,457.7,713.3000000000001,356.65000000000003,2.0,2011-02-15 14:17:00,2011-05-09 15:17:00,83,41.5
France,12620.0,377.66,561.66,1339.4099999999999,446.46999999999997,3.0,2011-05-19 12:10:00,2011-11-25 10:20:00,189,63.0
France,12624.0,299.94,341.19,641.13,320.565,2.0,2011-06-15 12:34:00,2011-08-25 15:04:00,71,35.5
France,12637.0,4.63,1516.68,6002.9,750.3625,8.0,2011-01-20 10:48:00,2011-09-09 11:48:00,232,29.0
France,12640.0,77.76000000000002,764.5899999999999,1174.58,391.52666666666664,3.0,2011-09-19 12:01:00,2011-11-16 11:52:00,57,19.0
France,12643.0,202.48000000000002,1202.22,3344.6400000000003,557.44,6.0,2011-03-05 12:02:00,2011-11-01 11:48:00,240,40.0
France,12656.0,541.2,1161.0700000000002,4051.17,810.234,5.0,2011-04-20 09:20:00,2011-11-22 13:42:00,216,43.2
France,12657.0,42.5,618.44,1643.1800000000003,410.7950000000001,4.0,2011-09-22 11:40:00,2011-11-28 15:47:00,67,16.75
France,12669.0,1136.3,1136.3000000000002,2272.6000000000004,1136.3000000000002,2.0,2011-03-28 10:15:00,2011-05-04 09:45:00,36,18.0
France,12670.0,393.3400000000001,696.12,2996.05,599.21,5.0,2011-02-09 09:51:00,2011-11-29 15:23:00,293,58.6
France,12674.0,390.06000000000006,586.7399999999999,1970.6,492.65,4.0,2011-01-11 12:12:00,2011-09-09 10:51:00,240,60.0
France,12678.0,52.2,8895.760000000004,17628.460000000003,1469.0383333333336,12.0,2010-12-21 11:00:00,2011-10-28 13:04:00,311,25.916666666666668
France,12679.0,94.32000000000002,794.0600000000001,1000.7000000000002,333.5666666666667,3.0,2011-01-03 12:26:00,2011-09-13 10:34:00,252,84.0
France,12680.0,112.38000000000001,311.78,862.81,215.7025,4.0,2011-08-18 15:44:00,2011-11-09 12:27:00,82,20.5
France,12681.0,121.92,1238.0599999999997,13787.54,626.7063636363637,22.0,2010-07-12 10:08:00,2011-11-25 11:33:00,501,22.772727272727273
France,12682.0,99.6,835.1100000000001,11417.439999999999,407.76571428571424,28.0,2010-03-12 13:59:00,2011-11-30 14:16:00,628,22.428571428571427
France,12683.0,24.9,1130.9499999999996,8180.040000000001,584.2885714285715,14.0,2010-09-12 10:37:00,2011-10-20 14:30:00,403,28.785714285714285
France,12684.0,30.0,489.09999999999997,2283.63,326.23285714285714,7.0,2011-02-12 09:53:00,2011-11-15 10:50:00,276,39.42857142857143
France,12685.0,222.60000000000002,1057.18,2863.08,477.18,6.0,2011-07-09 10:28:00,2011-11-11 13:46:00,125,20.833333333333332
France,12689.0,511.03000000000014,736.5800000000002,1247.6100000000004,623.8050000000002,2.0,2011-04-08 10:04:00,2011-11-14 08:31:00,219,109.5
France,12691.0,36.0,190.2,732.7,146.54000000000002,5.0,2010-12-17 14:46:00,2011-11-11 16:49:00,329,65.8
France,12694.0,430.16999999999996,439.5,869.67,434.835,2.0,2011-09-06 17:48:00,2011-09-30 13:06:00,23,11.5
France,12695.0,85.1,244.65,582.1,145.525,4.0,2011-02-12 13:22:00,2011-08-24 12:58:00,192,48.0
France,12700.0,1056.62,1476.1899999999998,4939.989999999998,1234.9974999999995,4.0,2011-02-12 10:47:00,2011-08-05 16:10:00,174,43.5
France,12714.0,513.26,1319.1600000000005,4708.860000000001,941.7720000000002,5.0,2011-02-18 10:53:00,2011-11-30 15:43:00,285,57.0
France,12716.0,375.59,677.8999999999995,1053.4899999999996,526.7449999999998,2.0,2011-06-12 08:55:00,2011-07-29 13:28:00,47,23.5
France,12719.0,283.6,361.35,644.95,322.475,2.0,2011-04-12 13:45:00,2011-05-10 14:50:00,28,14.0
France,12721.0,286.59999999999997,614.32,2656.13,442.68833333333333,6.0,2010-12-20 11:38:00,2011-09-21 12:26:00,275,45.833333333333336
France,12722.0,46.65,580.0799999999999,694.7099999999999,231.56999999999996,3.0,2011-08-14 11:16:00,2011-09-15 14:50:00,32,10.666666666666666
France,12723.0,19.259999999999998,329.12000000000006,725.0699999999999,145.01399999999998,5.0,2011-05-10 15:52:00,2011-11-23 14:01:00,196,39.2
France,12724.0,125.46000000000001,542.8100000000002,1031.4100000000003,257.8525000000001,4.0,2011-04-12 16:02:00,2011-11-01 15:00:00,202,50.5
France,12726.0,170.27999999999997,784.46,2609.1,372.7285714285714,7.0,2010-12-17 12:56:00,2011-11-11 13:35:00,329,47.0
France,12727.0,38.4,919.6600000000003,3980.7000000000007,568.6714285714287,7.0,2011-01-23 15:17:00,2011-11-29 11:46:00,309,44.142857142857146
France,12728.0,164.05,252.54,836.3299999999999,209.08249999999998,4.0,2011-02-28 14:42:00,2011-11-01 13:31:00,245,61.25
France,12731.0,252.0,3174.43,18895.91,1574.6591666666666,12.0,2010-10-12 10:56:00,2011-11-16 11:59:00,400,33.333333333333336
France,12735.0,319.7699999999999,459.7999999999999,779.5699999999998,389.7849999999999,2.0,2011-01-28 13:37:00,2011-06-01 14:26:00,124,62.0
France,14277.0,499.3999999999999,2059.5700000000015,4188.000000000002,1396.0000000000007,3.0,2011-11-05 13:20:00,2011-11-24 15:01:00,19,6.333333333333333
Germany,12427.0,239.72,303.50000000000006,825.8000000000002,275.2666666666667,3.0,2010-03-12 10:44:00,2011-11-18 08:56:00,615,205.0
Germany,12468.0,220.59,508.9500000000001,729.5400000000001,364.77000000000004,2.0,2011-01-27 13:29:00,2011-05-06 11:36:00,98,49.0
Germany,12471.0,29.700000000000006,2238.5099999999993,19788.649999999998,659.6216666666666,30.0,2010-10-12 09:35:00,2011-11-29 13:01:00,413,13.766666666666667
Germany,12472.0,268.08000000000004,1631.3000000000009,6572.110000000001,938.8728571428572,7.0,2010-05-12 14:19:00,2011-10-19 11:49:00,524,74.85714285714286
Germany,12473.0,40.46,1697.98,3928.05,785.61,5.0,2011-01-06 10:15:00,2011-10-17 11:27:00,284,56.8
Germany,12474.0,7.800000000000002,806.4700000000003,7132.490000000001,419.55823529411765,17.0,2011-01-14 10:06:00,2011-11-22 14:39:00,312,18.352941176470587
Germany,12476.0,12.45,1750.46,6816.419999999998,619.6745454545454,11.0,2010-12-13 14:39:00,2011-11-24 12:40:00,345,31.363636363636363
Germany,12477.0,1059.24,4257.0599999999995,13219.739999999998,2203.2899999999995,6.0,2011-04-14 13:59:00,2011-11-17 09:51:00,216,36.0
Germany,12480.0,557.6800000000001,1136.6799999999998,3281.6300000000006,820.4075000000001,4.0,2011-03-17 13:23:00,2011-11-11 14:52:00,239,59.75
Germany,12481.0,134.82,1307.7599999999995,5579.82,557.982,10.0,2010-09-12 10:13:00,2011-11-17 08:29:00,430,43.0
Germany,12492.0,126.39,136.82,263.21,131.605,2.0,2011-07-10 15:15:00,2011-08-26 14:51:00,46,23.0
Germany,12498.0,30.450000000000006,247.25000000000006,403.70000000000005,134.5666666666667,3.0,2011-10-13 09:30:00,2011-11-18 12:53:00,36,12.0
Germany,12500.0,3.0,1096.65,4257.82,387.07454545454544,11.0,2011-02-17 12:23:00,2011-11-16 16:20:00,272,24.727272727272727
Germany,12504.0,32.65,449.4,482.04999999999995,241.02499999999998,2.0,2011-09-11 14:56:00,2011-11-21 16:02:00,71,35.5
Germany,12517.0,54.0,771.7500000000001,2481.6000000000004,496.32000000000005,5.0,2011-02-06 15:13:00,2011-11-11 14:04:00,277,55.4
Germany,12518.0,324.83,524.9000000000001,1675.8300000000002,418.95750000000004,4.0,2011-08-21 13:18:00,2011-11-11 11:18:00,81,20.25
Germany,12520.0,246.54000000000002,987.4200000000006,2634.260000000001,526.8520000000002,5.0,2011-03-25 08:50:00,2011-11-03 11:35:00,223,44.6
Germany,12522.0,89.4,103.32,192.72,96.36,2.0,2011-10-19 14:41:00,2011-10-31 15:30:00,12,6.0
Germany,12524.0,289.1,1094.33,4485.72,560.715,8.0,2011-01-05 13:18:00,2011-11-30 15:31:00,329,41.125
Germany,12526.0,277.08000000000004,520.3,1316.6599999999999,438.8866666666666,3.0,2011-06-09 14:19:00,2011-10-17 09:37:00,129,43.0
Germany,12527.0,63.79,152.4,348.71000000000004,116.23666666666668,3.0,2011-01-18 12:05:00,2011-09-19 11:55:00,243,81.0
Germany,12528.0,234.00000000000003,493.53,1933.4799999999998,322.2466666666666,6.0,2011-01-31 09:05:00,2011-11-30 14:40:00,303,50.5
Germany,12530.0,387.4,440.63,1662.2800000000002,415.57000000000005,4.0,2011-04-20 09:31:00,2011-11-10 12:34:00,204,51.0
Germany,12559.0,75.60000000000002,486.10999999999996,561.71,280.855,2.0,2011-01-24 10:12:00,2011-02-02 09:49:00,8,4.0
Germany,12560.0,144.0,1292.31,2134.01,711.3366666666667,3.0,2011-04-12 13:54:00,2011-08-19 15:22:00,129,43.0
Germany,12569.0,52.0,348.68,4021.190000000001,129.71580645161293,31.0,2011-01-04 13:47:00,2011-11-23 14:39:00,323,10.419354838709678
Germany,12572.0,487.68000000000006,532.7400000000002,1020.4200000000003,510.21000000000015,2.0,2011-01-12 09:20:00,2011-10-19 08:20:00,279,139.5
Germany,12585.0,777.25,1262.85,2040.1,1020.05,2.0,2010-12-23 12:58:00,2011-04-19 13:39:00,117,58.5
Germany,12592.0,205.8,231.8,437.6,218.8,2.0,2011-08-09 15:04:00,2011-10-05 13:44:00,56,28.0
Germany,12600.0,76.5,427.93999999999994,2599.04,259.904,10.0,2010-03-12 12:57:00,2011-11-11 10:29:00,608,60.8
Germany,12601.0,68.1,144.26,577.0600000000001,115.412,5.0,2011-03-06 10:17:00,2011-11-01 10:38:00,240,48.0
Germany,12609.0,287.93,512.8,1126.85,375.6166666666666,3.0,2011-01-25 15:13:00,2011-09-22 16:34:00,240,80.0
Germany,12613.0,18.0,1881.86,3344.38,668.876,5.0,2011-03-22 15:42:00,2011-10-13 14:59:00,204,40.8
Germany,12619.0,199.8,687.9999999999999,3641.2399999999993,404.58222222222213,9.0,2011-03-31 13:10:00,2011-11-23 14:52:00,237,26.333333333333332
Germany,12621.0,49.8,1209.8,12584.75,699.1527777777778,18.0,2010-09-12 10:16:00,2011-11-16 08:37:00,429,23.833333333333332
Germany,12626.0,178.1,1377.5499999999993,6620.48,735.6088888888887,9.0,2011-01-17 11:01:00,2011-11-16 16:06:00,303,33.666666666666664
Germany,12627.0,72.0,1183.7199999999998,4478.53,639.79,7.0,2011-02-08 09:29:00,2011-11-29 12:07:00,294,42.0
Germany,12628.0,215.25,333.64,786.46,262.15333333333336,3.0,2011-05-12 13:15:00,2011-06-11 14:26:00,30,10.0
Germany,12633.0,219.20000000000002,1012.82,1948.7500000000002,649.5833333333334,3.0,2011-02-08 09:35:00,2011-05-27 10:29:00,108,36.0
Germany,12635.0,683.6399999999999,1005.5399999999996,1689.1799999999994,844.5899999999997,2.0,2011-08-07 08:43:00,2011-11-09 11:04:00,94,47.0
Germany,12642.0,291.96000000000004,366.45000000000005,1013.2600000000001,337.7533333333334,3.0,2011-08-24 09:23:00,2011-11-14 15:03:00,82,27.333333333333332
Germany,12645.0,369.30000000000007,511.9599999999999,1775.18,443.795,4.0,2011-01-27 13:08:00,2011-08-22 12:40:00,206,51.5
Germany,12647.0,85.5,596.8,3722.82,310.235,12.0,2010-05-12 14:02:00,2011-11-17 12:56:00,553,46.083333333333336
Germany,12649.0,15.3,375.0,623.51,207.83666666666667,3.0,2011-08-24 14:40:00,2011-11-05 14:37:00,72,24.0
Germany,12654.0,48.1,171.23,601.98,120.396,5.0,2011-02-11 14:57:00,2011-11-29 10:10:00,290,58.0
Germany,12662.0,120.9,521.6200000000001,3849.7800000000007,349.9800000000001,11.0,2010-01-12 13:04:00,2011-11-16 17:26:00,673,61.18181818181818
Germany,12668.0,469.87,1444.8000000000002,3807.1500000000005,951.7875000000001,4.0,2010-12-19 12:46:00,2011-11-28 10:56:00,343,85.75
Germany,12673.0,220.90000000000003,389.62,610.52,305.26,2.0,2011-01-17 11:46:00,2011-04-12 13:55:00,85,42.5
Germany,12693.0,162.05,239.85,627.04,209.01333333333332,3.0,2011-01-24 12:58:00,2011-04-08 17:51:00,74,24.666666666666668
Germany,12701.0,337.08000000000004,460.63000000000005,797.71,398.855,2.0,2011-09-21 10:47:00,2011-11-04 13:02:00,44,22.0
Germany,12705.0,72.0,1321.2500000000002,6868.289999999999,763.1433333333332,9.0,2010-12-17 15:58:00,2011-11-24 13:17:00,341,37.888888888888886
Germany,12708.0,33.0,403.8300000000001,2712.9100000000003,271.29100000000005,10.0,2010-06-12 10:43:00,2011-10-11 09:52:00,485,48.5
Germany,12709.0,68.0,1225.2599999999995,9173.4,655.2428571428571,14.0,2010-08-12 09:49:00,2011-11-24 15:38:00,469,33.5
Germany,12710.0,71.4,718.9600000000004,1149.0200000000004,383.00666666666683,3.0,2011-01-07 13:22:00,2011-05-22 14:05:00,135,45.0
Germany,12712.0,146.8,776.05,4145.48,345.45666666666665,12.0,2010-03-12 14:30:00,2011-11-11 08:19:00,608,50.666666666666664
Germany,12720.0,16.5,498.32000000000016,5414.370000000002,235.4073913043479,23.0,2010-05-12 15:21:00,2011-11-24 15:03:00,560,24.347826086956523
Germany,13810.0,246.01000000000008,653.5000000000001,1499.01,499.67,3.0,2011-10-14 12:57:00,2011-11-11 08:33:00,27,9.0
Germany,13811.0,222.75,333.0,814.5,271.5,3.0,2011-04-14 18:40:00,2011-09-06 09:54:00,144,48.0
Germany,13812.0,120.38,278.74,539.0,179.66666666666666,3.0,2011-06-10 14:37:00,2011-10-28 14:27:00,139,46.333333333333336
Germany,13813.0,281.94000000000005,407.54,1366.8600000000001,341.71500000000003,4.0,2011-07-28 10:33:00,2011-11-09 13:38:00,104,26.0
Germany,13814.0,617.5400000000001,961.5799999999999,1579.12,789.56,2.0,2011-07-25 13:54:00,2011-08-09 13:48:00,14,7.0
Germany,13815.0,103.2,1965.7400000000002,4027.3600000000006,1006.8400000000001,4.0,2011-01-25 12:16:00,2011-11-17 14:19:00,296,74.0
Germany,13816.0,199.98000000000005,371.69,571.6700000000001,285.83500000000004,2.0,2011-06-10 14:37:00,2011-11-16 08:38:00,158,79.0
Germany,13817.0,128.7,254.28000000000006,382.98,191.49,2.0,2010-12-23 11:46:00,2011-10-11 17:49:00,292,146.0
Germany,14335.0,107.36,347.5,454.86,227.43,2.0,2011-04-09 13:07:00,2011-11-23 13:41:00,228,114.0
Greece,12717.0,421.23999999999995,609.74,1030.98,515.49,2.0,2011-08-04 10:32:00,2011-11-07 14:47:00,95,47.5
Iceland,12347.0,224.82000000000002,1294.3200000000002,4310.0,615.7142857142857,7.0,2010-07-12 14:57:00,2011-10-31 12:25:00,475,67.85714285714286
Israel,12653.0,779.1,1430.75,2209.85,1104.925,2.0,2011-02-16 10:53:00,2011-07-14 10:41:00,147,73.5
Italy,12552.0,120.0,317.81999999999994,437.81999999999994,218.90999999999997,2.0,2011-01-11 10:02:00,2011-10-31 12:11:00,293,146.5
Italy,12578.0,1185.85,1608.6599999999994,2794.5099999999993,1397.2549999999997,2.0,2011-01-13 15:34:00,2011-11-18 13:30:00,308,154.0
Italy,12584.0,12.75,463.6300000000001,2338.1499999999996,259.7944444444445,9.0,2011-04-03 15:15:00,2011-11-22 08:34:00,232,25.77777777777778
Italy,12594.0,28.0,722.4000000000001,3338.2200000000007,333.82200000000006,10.0,2011-01-21 09:52:00,2011-10-24 12:44:00,276,27.6
Italy,12610.0,160.0,946.75,2099.54,419.908,5.0,2011-05-08 13:52:00,2011-11-17 09:34:00,192,38.4
Italy,14912.0,385.05999999999995,482.78999999999996,867.8499999999999,433.92499999999995,2.0,2011-07-04 11:06:00,2011-11-23 09:20:00,141,70.5
Japan,12753.0,15.3,5735.24,21429.39,3571.565,6.0,2010-12-12 11:44:00,2011-11-17 10:52:00,339,56.5
Japan,12754.0,16.05,2949.1200000000003,3010.7400000000002,1003.58,3.0,2011-04-02 10:32:00,2011-07-03 13:38:00,92,30.666666666666668
